"func","def","fungen","pkg","pag","fungen_bad","sinpagina"
"menu","Menu Interaction Function","menu","utils","2012",,
"methods","List Methods for S3 Generic Functions or Classes","methods","utils","2013",,
"mirror2html","Managing Repository Mirrors","mirrorAdmin","utils","2015",,
"mirrorAdmin","Managing Repository Mirrors","mirrorAdmin","utils","2015",,
"modifyList","Recursively Modify Elements of a List","modifyList","utils","2016",,
"new.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113",,
"news","Build and Query R or Package News Information","news","utils","2016",,
"nsl","Look up the IP Address by Hostname (on Unix-alikes)","nsl","utils","2019",,
"numhash","Hash Tables (Experimental)","hashtab","utils","1980",,
"object.size","Report the Space Allocated for an Object","object.size","utils","2019",,
"old.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113",,
"Ops.roman","Roman Numerals","roman","utils","2063",,
"osVersion","Collect Information About the Current R Session","sessionInfo","utils","2084",,
"package.skeleton","Create a Skeleton for a New Source Package","package.skeleton","utils","2022",,
"packageDate","Package Description","packageDescription","utils","2024",,
"packageDescription","Package Description","packageDescription","utils","2024",,
"packageName","Find Package Associated with an Environment","packageName","utils","2026",,
"packageStatus","Package Management Tools","packageStatus","utils","2026",,
"packageVersion","Package Description","packageDescription","utils","2024",,
"page","Invoke a Pager on an R Object","page","utils","2028",,
"person","Persons","person","utils","2029",,
"personList","Persons","person","utils","2029",,
"pico","Invoke a Text Editor","edit","utils","1958",,
"print.bibentry","Bibliography Entries","bibentry","utils","1912",,
"print.Bibtex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105",,
"print.browseVignettes","List Vignettes in an HTML Browser","browseVignettes","utils","1919",,
"print.changedFiles","Detect which Files Have Changed","changedFiles","utils","1923",,
"print.citation","Bibliography Entries","bibentry","utils","1912",,
"print.getAnywhere","Retrieve an R Object, Including from a Namespace","getAnywhere","utils","1970",,
"print.hashtab","Hash Tables (Experimental)","hashtab","utils","1980",,
"print.hsearch","Search the Help System","help.search","utils","1990",,
"print.Latex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105",,
"print.ls_str","List Objects and their Structure","ls_str","utils","2008",,
"print.MethodsFunction","List Methods for S3 Generic Functions or Classes","methods","utils","2013",,
"print.news_db","Build and Query R or Package News Information","news","utils","2016",,
"print.object_size","Report the Space Allocated for an Object","object.size","utils","2019",,
"print.packageDescription","Package Description","packageDescription","utils","2024",,
"print.packageIQR","Data Sets","data","utils","1944",,
"print.packageStatus","Package Management Tools","packageStatus","utils","2026",,
"print.person","Persons","person","utils","2029",,
"print.sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084",,
"print.socket","Create a Socket Connection","make.socket","utils","2011",,
"print.vignette","View, List or Get R Source of Package Vignettes","vignette","utils","2118",,
"process.events","Trigger Event Handling","process.events","utils","2033",,
"prompt","Produce Prototype of an R Documentation File","prompt","utils","2034",,
"promptData","Generate Outline Documentation for a Data Set","promptData","utils","2036",,
"promptImport","Produce Prototype of an R Documentation File","prompt","utils","2034",,
"promptPackage","Generate a Shell for Documentation of a Package","promptPackage","utils","2037",,
"Question","Documentation Shortcuts","Question","utils","2038",,
"rc.settings","A Completion Generator for R","rcompgen","utils","2040",,
"rcompgen","A Completion Generator for R","rcompgen","utils","2040",,
"Rconsole","R for Windows Configuration","Rconsole","utils","1287",,
"Rdevga","R for Windows Configuration","Rconsole","utils","1287",,
"read.DIF","Data Input from Spreadsheet","read.DIF","utils","2045",,
"read.fortran","Read Fixed-Format Data in a Fortran-like Style","read.fortran","utils","2047",,
"read.fwf","Read Fixed Width Format Files","read.fwf","utils","2048",,
"read.socket","Read from or Write to a Socket","read.socket","utils","2050",,
"read.table","Data Input","read.table","utils","2051",,
"readCitationFile","Citing R and R Packages in Publications","citation","utils","1931",,
"readClipboard","Read/Write to/from the Clipboard in MS Windows","clipboard","utils","1936",,
"readRegistry","Read a Windows Registry Hive","readRegistry","utils","2056",,
"recover","Browsing after an Error","recover","utils","2057",,
"relist","Allow Re-Listing an unlist()ed Object","relist","utils","2058",,
"remhash","Hash Tables (Experimental)","hashtab","utils","1980",,
"REMOVE","Remove Add-on Packages","REMOVE","utils","2060",,
"remove.packages","Remove Installed Packages","remove.packages","utils","2061",,
"removeSource","Remove Stored Source from a Function or Language Object","removeSource","utils","2062",,
"RHOME","R Home Directory","RHOME","utils","2063",,
"Rprof","Enable Profiling of R's Execution","Rprof","utils","2065",,
"Rprofmem","Enable Profiling of R's Memory Use","Rprofmem","utils","2067",,
"Rscript","Scripting Front-End for R","Rscript","utils","2069",,
"RShowDoc","Show R Manuals and Other Documentation","RShowDoc","utils","2070",,
"RSiteSearch","Search for Key Words or Phrases in Documentation","RSiteSearch","utils","2071",,
"rtags","An Etags-like Tagging Utility for R","rtags","utils","2072",,
"Rtangle","R Driver for Stangle","Rtangle","utils","2074",,
"RtangleSetup","R Driver for Stangle","Rtangle","utils","2074",,
"RweaveLatex","R/LaTeX Driver for Sweave","RweaveLatex","utils","2076",,
"RweaveLatexSetup","R/LaTeX Driver for Sweave","RweaveLatex","utils","2076",,
"R_AVAILABLE_PACKAGES_CACHE_CONTROL_MAX_AGE","List Available Packages at CRAN-like Repositories","available.packages","utils","1908",,
"R_INSTALL_STAGED","Install Add-on Packages","INSTALL","utils","1995",,
"R_INSTALL_TAR","Install Add-on Packages","INSTALL","utils","1995",,
"savehistory","Load or Save or Display the Commands History","savehistory","utils","2082",,
"select.list","Select Items from a List","select.list","utils","2083",,
"sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084",,
"setBreakpoint","Find the Location of a Line of Source Code, or Set a Breakpoint There","findLineNum","utils","1966",,
"sethash","Hash Tables (Experimental)","hashtab","utils","1980",,
"setRepositories","Select Package Repositories","setRepositories","utils","2086",,
"setStatusBar","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087",,
"setTxtProgressBar","Text Progress Bar","txtProgressBar","utils","2106",,
"setWindowTitle","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087",,
"setWinProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124",,
"SHLIB","Build Shared Object/DLL for Dynamic Loading","SHLIB","utils","2088",,
"shortPathName","Express File Paths in Short Form on Windows","shortPathName","utils","2090",,
"sort.bibentry","Bibliography Entries","bibentry","utils","1912",,
"stack","Stack or Unstack Vectors from a Data Frame or List","stack","utils","2092",,
"Stangle","Automatic Generation of Reports","Sweave","utils","2100",,
"str","Compactly Display the Structure of an Arbitrary R Object","str","utils","2093",,
"str.hashtab","Hash Tables (Experimental)","hashtab","utils","1980",,
"strcapture","Capture String Tokens into a data.frame","strcapture","utils","2096",,
"strOptions","Compactly Display the Structure of an Arbitrary R Object","str","utils","2093",,
"summary.packageStatus","Package Management Tools","packageStatus","utils","2026",,
"Summary.roman","Roman Numerals","roman","utils","2063",,
"summaryRprof","Summarise Output of R Sampling Profiler","summaryRprof","utils","2097",,
"suppressForeignCheck","Declarations Used in Checking a Package","globalVariables","utils","1978",,
"Sweave","Automatic Generation of Reports","Sweave","utils","2100",,
"SweaveSyntaxLatex","Automatic Generation of Reports","Sweave","utils","2100",,
"SweaveSyntaxNoweb","Automatic Generation of Reports","Sweave","utils","2100",,
"SweaveSyntConv","Convert Sweave Syntax","SweaveSyntConv","utils","2102",,
"tail","Return the First or Last Parts of an Object","head","utils","1983",,
"tar","Create a Tar Archive","tar","utils","2103",,
"timestamp","Load or Save or Display the Commands History","savehistory","utils","2082",,
"toBibtex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105",,
"toBibtex.person","Persons","person","utils","2029",,
"toLatex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105",,
"toLatex.sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084",,
"txtProgressBar","Text Progress Bar","txtProgressBar","utils","2106",,
"type.convert","Convert Data to Appropriate Type","type.convert","utils","2107",,
"type.convert.default","Convert Data to Appropriate Type","type.convert","utils","2107",,
"typhash","Hash Tables (Experimental)","hashtab","utils","1980",,
"undebugcall","Debug a Call","debugcall","utils","1948",,
"unlist.relistable","Allow Re-Listing an unlist()ed Object","relist","utils","2058",,
"unstack","Stack or Unstack Vectors from a Data Frame or List","stack","utils","2092",,
"untar","Extract or List Tar Archives","untar","utils","2109",,
"unzip","Extract or List Zip Archives","unzip","utils","2112",,
"update.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113",,
"update.packageStatus","Package Management Tools","packageStatus","utils","2026",,
"upgrade.packageStatus","Package Management Tools","packageStatus","utils","2026",,
"url.show","Display a Text URL","url.show","utils","2115",,
"URLdecode","Encode or Decode (partial) URLs","URLencode","utils","2116",,
"URLencode","Encode or Decode (partial) URLs","URLencode","utils","2116",,
"utils","The R Utils Package","utils-package","utils","1897",,
"utils-deprecated","Deprecated Functions in Package 'utils'","utils-deprecated","utils","2117",,
"vi","Invoke a Text Editor","edit","utils","1958",,
"View","Invoke a Data Viewer","View","utils","2117",,
"vignette","View, List or Get R Source of Package Vignettes","vignette","utils","2118",,
"vignettes","View, List or Get R Source of Package Vignettes","vignette","utils","2118",,
"warnErrList","Collect and Summarize Errors From List","warnErrList","utils","2120",,
"win.version","Get Windows Version","winextras","utils","2122",,
"winDialog","Dialog Boxes under Windows","winDialog","utils","2121",,
"winDialogString","Dialog Boxes under Windows","winDialog","utils","2121",,
"winMenuAdd","User Menus under MS Windows (Rgui)","winMenus","utils","2122",,
"winMenuAddItem","User Menus under MS Windows (Rgui)","winMenus","utils","2122",,
"winMenuDel","User Menus under MS Windows (Rgui)","winMenus","utils","2122",,
"winMenuDelItem","User Menus under MS Windows (Rgui)","winMenus","utils","2122",,
"winMenuItems","User Menus under MS Windows (Rgui)","winMenus","utils","2122",,
"winMenuNames","User Menus under MS Windows (Rgui)","winMenus","utils","2122",,
"winProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124",,
"write.socket","Read from or Write to a Socket","read.socket","utils","2050",,
"write.table","Data Output","write.table","utils","2125",,
"writeClipboard","Read/Write to/from the Clipboard in MS Windows","clipboard","utils","1936",,
"wsbrowser","Browse Objects in Environment","browseEnv","utils","1916",,
"xedit","Invoke a Text Editor","edit","utils","1958",,
"xemacs","Invoke a Text Editor","edit","utils","1958",,
"zip","Create Zip Archives","zip","utils","2128",,
"$.person","Persons","person","utils","2029",,
".DollarNames","A Completion Generator for R","rcompgen","utils","2040",,
".romans","Roman Numerals","roman","utils","2063",,
".S3methods","List Methods for S3 Generic Functions or Classes","methods","utils","2013",,
"?","Documentation Shortcuts","Question","utils","2038",,
"??","Search the Help System","help.search","utils","1990",,
"[.getAnywhere","Retrieve an R Object, Including from a Namespace","getAnywhere","utils","1970",,
"[.person","Persons","person","utils","2029",,
"[[.hashtab","Hash Tables (Experimental)","hashtab","utils","1980",,
"bkde","Compute a Binned Kernel Density Estimate","bkde","KernSmooth","2133",,
"bkde2D","Compute a 2D Binned Kernel Density Estimate","bkde2D","KernSmooth","2134",,
"bkfe","Compute a Binned Kernel Functional Estimate","bkfe","KernSmooth","2136",,
"dpih","Select a Histogram Bin Width","dpih","KernSmooth","2137",,
"dpik","Select a Bandwidth for Kernel Density Estimation","dpik","KernSmooth","2138",,
"dpill","Select a Bandwidth for Local Linear Regression","dpill","KernSmooth","2139",,
"locpoly","Estimate Functions Using Local Polynomials","locpoly","KernSmooth","2141",,
"abbey","Determinations of Nickel Content","abbey","MASS","2143",,
"accdeaths","Accidental Deaths in the US 1973-1978","accdeaths","MASS","2143",,
"addterm","Try All One-Term Additions to a Model","addterm","MASS","2144",,
"addterm.default","Try All One-Term Additions to a Model","addterm","MASS","2144",,
"addterm.glm","Try All One-Term Additions to a Model","addterm","MASS","2144",,
"addterm.lm","Try All One-Term Additions to a Model","addterm","MASS","2144",,
"Aids2","Australian AIDS Survival Data","Aids2","MASS","2145",,
"Animals","Brain and Body Weights for 28 Species","Animals","MASS","2146",,
"anorexia","Anorexia Data on Weight Change","anorexia","MASS","2147",,
"anova.negbin","Likelihood Ratio Tests for Negative Binomial GLMs","anova.negbin","MASS","2147",,
"area","Adaptive Numerical Integration","area","MASS","2148",,
"as.character.fractions","Rational Approximation","fractions","MASS","2185",,
"as.fractions","Rational Approximation","fractions","MASS","2185",,
"bacteria","Presence of Bacteria after Drug Treatments","bacteria","MASS","2149",,
"bandwidth.nrd","Bandwidth for density() via Normal Reference Distribution","bandwidth.nrd","MASS","2150",,
"bcv","Biased Cross-Validation for Bandwidth Selection","bcv","MASS","2151",,
"beav1","Body Temperature Series of Beaver 1","beav1","MASS","2152",,
