"","func","def","fungen","pkg","pag"
"8019","gamma.shape.glm","Estimate the Shape Parameter of the Gamma Distribution in a GLM Fit","gamma.shape.glm","MASS","2188"
"8124","gehan","Remission Times of Leukaemia Patients","gehan","MASS","2189"
"8219","genotype","Rat Genotype Data","genotype","MASS","2190"
"8319","geyser","Old Faithful Geyser Data","geyser","MASS","2191"
"8419","gilgais","Line Transect of Soil in Gilgai Territory","gilgais","MASS","2192"
"8519","ginv","Generalized Inverse of a Matrix","ginv","MASS","2193"
"8619","glm.convert","Change a Negative Binomial fit to a GLM fit","glm.convert","MASS","2193"
"8719","glm.nb","Fit a Negative Binomial Generalized Linear Model","glm.nb","MASS","2194"
"8819","glmmPQL","Fit Generalized Linear Mixed Models via PQL","glmmPQL","MASS","2195"
"8919","hills","Record Times in Scottish Hill Races","hills","MASS","2196"
"9019","hist.FD","Plot a Histogram with Automatic Bin Width Selection","hist.scott","MASS","2197"
"9123","hist.scott","Plot a Histogram with Automatic Bin Width Selection","hist.scott","MASS","2197"
"9219","housing","Frequency Table from a Copenhagen Housing Conditions Survey","housing","MASS","2198"
"9319","huber","Huber M-estimator of Location with MAD Scale","huber","MASS","2199"
"9419","hubers","Huber Proposal 2 Robust Estimator of Location and/or Scale","hubers","MASS","2200"
"9519","immer","Yields from a Barley Field Trial","immer","MASS","2201"
"9619","Insurance","Numbers of Car Insurance claims","Insurance","MASS","2202"
"9719","is.fractions","Rational Approximation","fractions","MASS","2185"
"9819","isoMDS","Kruskal's Non-metric Multidimensional Scaling","isoMDS","MASS","2203"
"9919","kde2d","Two-Dimensional Kernel Density Estimation","kde2d","MASS","2204"
"10018","lda","Linear Discriminant Analysis","lda","MASS","2205"
"10122","lda.data.frame","Linear Discriminant Analysis","lda","MASS","2205"
"10218","lda.default","Linear Discriminant Analysis","lda","MASS","2205"
"10318","lda.formula","Linear Discriminant Analysis","lda","MASS","2205"
"10418","lda.matrix","Linear Discriminant Analysis","lda","MASS","2205"
"10518","ldahist","Histograms or Density Plots of Multiple Groups","ldahist","MASS","2207"
"10618","leuk","Survival Times and White Blood Counts for Leukaemia Patients","leuk","MASS","2209"
"10718","lm.gls","Fit Linear Models by Generalized Least Squares","lm.gls","MASS","2210"
"10818","lm.ridge","Ridge Regression","lm.ridge","MASS","2211"
"10918","lmsreg","Resistant Regression","lqs","MASS","2215"
"11018","lmwork","Extract Standardized Residuals from a Linear Model","stdres","MASS","2269"
"11120","logLik.negbin","Fit a Negative Binomial Generalized Linear Model","glm.nb","MASS","2194"
"11217","loglm","Fit Log-Linear Models by Iterative Proportional Scaling","loglm","MASS","2212"
"11317","logtrans","Estimate log Transformation Parameter","logtrans","MASS","2214"
"11417","logtrans.default","Estimate log Transformation Parameter","logtrans","MASS","2214"
"11517","logtrans.formula","Estimate log Transformation Parameter","logtrans","MASS","2214"
"11617","logtrans.lm","Estimate log Transformation Parameter","logtrans","MASS","2214"
"11717","lqs","Resistant Regression","lqs","MASS","2215"
"11817","lqs.default","Resistant Regression","lqs","MASS","2215"
"11917","lqs.formula","Resistant Regression","lqs","MASS","2215"
"12017","ltsreg","Resistant Regression","lqs","MASS","2215"
"12117","mammals","Brain and Body Weights for 62 Species of Land Mammals","mammals","MASS","2218"
"12217","Math.fractions","Rational Approximation","fractions","MASS","2185"
"12317","mca","Multiple Correspondence Analysis","mca","MASS","2219"
"12417","mcycle","Data from a Simulated Motorcycle Accident","mcycle","MASS","2220"
"12517","Melanoma","Survival from Malignant Melanoma","Melanoma","MASS","2220"
"12617","menarche","Age of Menarche in Warsaw","menarche","MASS","2221"
"12717","michelson","Michelson's Speed of Light Data","michelson","MASS","2222"
"12816","minn38","Minnesota High School Graduates of 1938","minn38","MASS","2222"
"12913","model.frame.lda","Linear Discriminant Analysis","lda","MASS","2205"
"1308","model.frame.qda","Quadratic Discriminant Analysis","qda","MASS","2250"
"13114","motors","Accelerated Life Testing of Motorettes","motors","MASS","2223"
"13211","muscle","Effect of Calcium Chloride on Muscle Contraction in Rat Hearts","muscle","MASS","2224"
"1339","mvrnorm","Simulate from a Multivariate Normal Distribution","mvrnorm","MASS","2225"
"1348","negative.binomial","Family function for Negative Binomial GLMs","negative.binomial","MASS","2226"
"1358","newcomb","Newcomb's Measurements of the Passage Time of Light","newcomb","MASS","2227"
"1368","nlschools","Eighth-Grade Pupils in the Netherlands","nlschools","MASS","2227"
"1378","npk","Classical N, P, K Factorial Experiment","npk","MASS","2228"
"1388","npr1","US Naval Petroleum Reserve No. 1 data","npr1","MASS","2229"
"1398","Null","Null Spaces of Matrices","Null","MASS","2230"
"1408","oats","Data from an Oats Field Trial","oats","MASS","2231"
"14114","OME","Tests of Auditory Perception in Children with OME","OME","MASS","2232"
"14211","Ops.fractions","Rational Approximation","fractions","MASS","2185"
"1439","painters","The Painter's Data of de Piles","painters","MASS","2234"
"1448","pairs.lda","Produce Pairwise Scatterplots from an 'lda' Fit","pairs.lda","MASS","2235"
"1458","pairs.profile","Plotting Functions for 'profile' Objects","plot.profile","MASS","2240"
"1468","parcoord","Parallel Coordinates Plot","parcoord","MASS","2236"
"1478","petrol","N. L. Prater's Petrol Refinery Data","petrol","MASS","2237"
"1488","phones","Belgium Phone Calls 1950-1973","phones","MASS","3002"
"1497","Pima.te","Diabetes in Pima Indian Women","Pima.tr","MASS","2238"
"1507","Pima.tr","Diabetes in Pima Indian Women","Pima.tr","MASS","2238"
"15113","Pima.tr2","Diabetes in Pima Indian Women","Pima.tr","MASS","2238"
"15211","plot.lda","Plot Method for Class 'lda'","plot.lda","MASS","2239"
"1537","plot.mca","Plot Method for Objects of Class 'mca'","plot.mca","MASS","2240"
"1547","plot.profile","Plotting Functions for 'profile' Objects","plot.profile","MASS","2240"
"1557","plot.ridgelm","Ridge Regression","lm.ridge","MASS","2211"
"1567","polr","Ordered Logistic or Probit Regression","polr","MASS","2241"
"1577","predict.glmmPQL","Predict Method for glmmPQL Fits","predict.glmmPQL","MASS","2244"
"1587","predict.lda","Classify Multivariate Observations by Linear Discrimination","predict.lda","MASS","2245"
"1597","predict.lqs","Predict from an lqs Fit","predict.lqs","MASS","2246"
"1607","predict.mca","Predict Method for Class 'mca'","predict.mca","MASS","2247"
"16113","predict.qda","Classify from Quadratic Discriminant Analysis","predict.qda","MASS","2248"
"16211","predict.rlm","Robust Fitting of Linear Models","rlm","MASS","2255"
"1637","print.fractions","Rational Approximation","fractions","MASS","2185"
"1647","print.gamma.shape","Estimate the Shape Parameter of the Gamma Distribution in a GLM Fit","gamma.shape.glm","MASS","2188"
"1657","print.glm.dose","Predict Doses for Binomial Assay model","dose.p","MASS","2175"
"1667","print.lda","Linear Discriminant Analysis","lda","MASS","2205"
"1677","print.mca","Multiple Correspondence Analysis","mca","MASS","2219"
"1686","print.qda","Quadratic Discriminant Analysis","qda","MASS","2250"
"1696","print.ridgelm","Ridge Regression","lm.ridge","MASS","2211"
"1706","print.rlm","Robust Fitting of Linear Models","rlm","MASS","2255"
"17113","print.rms.curv","Relative Curvature Measures for Non-Linear Regression","rms.curv","MASS","2258"
"17210","print.summary.loglm","Summary Method Function for Objects of Class 'loglm'","summary.loglm","MASS","2274"
"1736","print.summary.negbin","Summary Method Function for Objects of Class 'negbin'","summary.negbin","MASS","2275"
"1746","print.summary.rlm","Summary Method for Robust Linear Models","summary.rlm","MASS","2276"
"1756","profile.glm","Method for Profiling glm Objects","profile.glm","MASS","2249"
"1766","psi.bisquare","Robust Fitting of Linear Models","rlm","MASS","2255"
"1776","psi.hampel","Robust Fitting of Linear Models","rlm","MASS","2255"
"1786","psi.huber","Robust Fitting of Linear Models","rlm","MASS","2255"
"1796","qda","Quadratic Discriminant Analysis","qda","MASS","2250"
"1806","qda.data.frame","Quadratic Discriminant Analysis","qda","MASS","2250"
"18113","qda.default","Quadratic Discriminant Analysis","qda","MASS","2250"
"18210","qda.formula","Quadratic Discriminant Analysis","qda","MASS","2250"
"1836","qda.matrix","Quadratic Discriminant Analysis","qda","MASS","2250"
"1846","quine","Absenteeism from School in Rural New South Wales","quine","MASS","2252"
"1856","Rabbit","Blood Pressure in Rabbits","Rabbit","MASS","2253"
"1866","rational","Rational Approximation","rational","MASS","2254"
"1876","renumerate","Convert a Formula Transformed by 'denumerate'","renumerate","MASS","2255"
"1886","renumerate.formula","Convert a Formula Transformed by 'denumerate'","renumerate","MASS","2255"
"1896","rlm","Robust Fitting of Linear Models","rlm","MASS","2255"
"1906","rlm.default","Robust Fitting of Linear Models","rlm","MASS","2255"
"19113","rlm.formula","Robust Fitting of Linear Models","rlm","MASS","2255"
"19210","rms.curv","Relative Curvature Measures for Non-Linear Regression","rms.curv","MASS","2258"
"1936","rnegbin","Simulate Negative Binomial Variates","rnegbin","MASS","2259"
"1946","road","Road Accident Deaths in US States","road","MASS","2260"
"1956","rotifer","Numbers of Rotifers by Fluid Density","rotifer","MASS","2260"
"1966","Rubber","Accelerated Testing of Tyre Rubber","Rubber","MASS","2261"
"1976","sammon","Sammon's Non-Linear Mapping","sammon","MASS","2262"
"1986","select","Ridge Regression","lm.ridge","MASS","2211"
"1996","select.ridgelm","Ridge Regression","lm.ridge","MASS","2211"
"2006","Shepard","Kruskal's Non-metric Multidimensional Scaling","isoMDS","MASS","2203"
"20113","ships","Ships Damage Data","ships","MASS","2263"
"20210","shoes","Shoe wear data of Box, Hunter and Hunter","shoes","MASS","2264"
"2036","shrimp","Percentage of Shrimp in Shrimp Cocktail","shrimp","MASS","2264"
"2046","shuttle","Space Shuttle Autolander Problem","shuttle","MASS","2265"
"2056","Sitka","Growth Curves for Sitka Spruce Trees in 1988","Sitka","MASS","2265"
"2066","Sitka89","Growth Curves for Sitka Spruce Trees in 1989","Sitka89","MASS","2266"
"2076","Skye","AFM Compositions of Aphyric Skye Lavas","Skye","MASS","2267"
"2086","snails","Snail Mortality Data","snails","MASS","2268"
"2096","SP500","Returns of the Standard and Poors 500","SP500","MASS","2269"
"21013","stdres","Extract Standardized Residuals from a Linear Model","stdres","MASS","2269"
"21113","steam","The Saturated Steam Pressure Data","steam","MASS","2270"
"21211","stepAIC","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"21310","stormer","The Stormer Viscometer Data","stormer","MASS","2272"
"2146","studres","Extract Studentized Residuals from a Linear Model","studres","MASS","2273"
"2156","Summary.fractions","Rational Approximation","fractions","MASS","2185"
"2166","summary.loglm","Summary Method Function for Objects of Class 'loglm'","summary.loglm","MASS","2274"
"2176","summary.negbin","Summary Method Function for Objects of Class 'negbin'","summary.negbin","MASS","2275"
"2186","summary.rlm","Summary Method for Robust Linear Models","summary.rlm","MASS","2276"
"2196","survey","Student Survey Data","survey","MASS","2277"
"2206","synth.te","Synthetic Classification Problem","synth.tr","MASS","2278"
"22113","synth.tr","Synthetic Classification Problem","synth.tr","MASS","2278"
"22210","t.fractions","Rational Approximation","fractions","MASS","2185"
"2236","terms.gls","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"2246","terms.lme","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"2256","theta.md","Estimate theta of the Negative Binomial","theta.md","MASS","2278"
"2266","theta.ml","Estimate theta of the Negative Binomial","theta.md","MASS","2278"
"2276","theta.mm","Estimate theta of the Negative Binomial","theta.md","MASS","2278"
"2286","topo","Spatial Topographic Data","topo","MASS","2280"
"2296","Traffic","Effect of Swedish Speed Limits on Accidents","Traffic","MASS","2280"
"2306","truehist","Plot a Histogram","truehist","MASS","2281"
"23113","ucv","Unbiased Cross-Validation for Bandwidth Selection","ucv","MASS","2282"
"23210","UScereal","Nutritional and Marketing Information on US Cereals","UScereal","MASS","2283"
"2336","UScrime","The Effect of Punishment Regimes on Crime Rates","UScrime","MASS","2284"
"2346","VA","Veteran's Administration Lung Cancer Trial","VA","MASS","2285"
"2356","waders","Counts of Waders at 15 Sites in South Africa","waders","MASS","2285"
"2366","whiteside","House Insulation: Whiteside's Data","whiteside","MASS","2287"
