"","func","def","fungen","pkg","pag"
"3783","print.lda","Linear Discriminant Analysis","lda","MASS","2205"
"3784","print.mca","Multiple Correspondence Analysis","mca","MASS","2219"
"3785","print.qda","Quadratic Discriminant Analysis","qda","MASS","2250"
"3786","print.ridgelm","Ridge Regression","lm.ridge","MASS","2211"
"3787","print.rlm","Robust Fitting of Linear Models","rlm","MASS","2255"
"3788","print.rms.curv","Relative Curvature Measures for Non-Linear Regression","rms.curv","MASS","2258"
"3789","print.summary.loglm","Summary Method Function for Objects of Class 'loglm'","summary.loglm","MASS","2274"
"3790","print.summary.negbin","Summary Method Function for Objects of Class 'negbin'","summary.negbin","MASS","2275"
"3791","print.summary.rlm","Summary Method for Robust Linear Models","summary.rlm","MASS","2276"
"3792","profile.glm","Method for Profiling glm Objects","profile.glm","MASS","2249"
"3793","psi.bisquare","Robust Fitting of Linear Models","rlm","MASS","2255"
"3794","psi.hampel","Robust Fitting of Linear Models","rlm","MASS","2255"
"3795","psi.huber","Robust Fitting of Linear Models","rlm","MASS","2255"
"3796","qda","Quadratic Discriminant Analysis","qda","MASS","2250"
"3797","qda.data.frame","Quadratic Discriminant Analysis","qda","MASS","2250"
"3798","qda.default","Quadratic Discriminant Analysis","qda","MASS","2250"
"3799","qda.formula","Quadratic Discriminant Analysis","qda","MASS","2250"
"3800","qda.matrix","Quadratic Discriminant Analysis","qda","MASS","2250"
"3801","quine","Absenteeism from School in Rural New South Wales","quine","MASS","2252"
"3802","Rabbit","Blood Pressure in Rabbits","Rabbit","MASS","2253"
"3803","rational","Rational Approximation","rational","MASS","2254"
"3804","renumerate","Convert a Formula Transformed by 'denumerate'","renumerate","MASS","2255"
"3805","renumerate.formula","Convert a Formula Transformed by 'denumerate'","renumerate","MASS","2255"
"3806","rlm","Robust Fitting of Linear Models","rlm","MASS","2255"
"3807","rlm.default","Robust Fitting of Linear Models","rlm","MASS","2255"
"3808","rlm.formula","Robust Fitting of Linear Models","rlm","MASS","2255"
"3809","rms.curv","Relative Curvature Measures for Non-Linear Regression","rms.curv","MASS","2258"
"3810","rnegbin","Simulate Negative Binomial Variates","rnegbin","MASS","2259"
"3811","road","Road Accident Deaths in US States","road","MASS","2260"
"3812","rotifer","Numbers of Rotifers by Fluid Density","rotifer","MASS","2260"
"3813","Rubber","Accelerated Testing of Tyre Rubber","Rubber","MASS","2261"
"3814","sammon","Sammon's Non-Linear Mapping","sammon","MASS","2262"
"3815","select","Ridge Regression","lm.ridge","MASS","2211"
"3816","select.ridgelm","Ridge Regression","lm.ridge","MASS","2211"
"3817","Shepard","Kruskal's Non-metric Multidimensional Scaling","isoMDS","MASS","2203"
"3818","ships","Ships Damage Data","ships","MASS","2263"
"3819","shoes","Shoe wear data of Box, Hunter and Hunter","shoes","MASS","2264"
"3820","shrimp","Percentage of Shrimp in Shrimp Cocktail","shrimp","MASS","2264"
"3821","shuttle","Space Shuttle Autolander Problem","shuttle","MASS","2265"
"3822","Sitka","Growth Curves for Sitka Spruce Trees in 1988","Sitka","MASS","2265"
"3823","Sitka89","Growth Curves for Sitka Spruce Trees in 1989","Sitka89","MASS","2266"
"3824","Skye","AFM Compositions of Aphyric Skye Lavas","Skye","MASS","2267"
"3825","snails","Snail Mortality Data","snails","MASS","2268"
"3826","SP500","Returns of the Standard and Poors 500","SP500","MASS","2269"
"3827","stdres","Extract Standardized Residuals from a Linear Model","stdres","MASS","2269"
"3828","steam","The Saturated Steam Pressure Data","steam","MASS","2270"
"3829","stepAIC","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"3830","stormer","The Stormer Viscometer Data","stormer","MASS","2272"
"3831","studres","Extract Studentized Residuals from a Linear Model","studres","MASS","2273"
"3832","Summary.fractions","Rational Approximation","fractions","MASS","2185"
"3833","summary.loglm","Summary Method Function for Objects of Class 'loglm'","summary.loglm","MASS","2274"
"3834","summary.negbin","Summary Method Function for Objects of Class 'negbin'","summary.negbin","MASS","2275"
"3835","summary.rlm","Summary Method for Robust Linear Models","summary.rlm","MASS","2276"
"3836","survey","Student Survey Data","survey","MASS","2277"
"3837","synth.te","Synthetic Classification Problem","synth.tr","MASS","2278"
"3838","synth.tr","Synthetic Classification Problem","synth.tr","MASS","2278"
"3839","t.fractions","Rational Approximation","fractions","MASS","2185"
"3840","terms.gls","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"3841","terms.lme","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"3842","theta.md","Estimate theta of the Negative Binomial","theta.md","MASS","2278"
"3843","theta.ml","Estimate theta of the Negative Binomial","theta.md","MASS","2278"
"3844","theta.mm","Estimate theta of the Negative Binomial","theta.md","MASS","2278"
"3845","topo","Spatial Topographic Data","topo","MASS","2280"
"3846","Traffic","Effect of Swedish Speed Limits on Accidents","Traffic","MASS","2280"
"3847","truehist","Plot a Histogram","truehist","MASS","2281"
"3848","ucv","Unbiased Cross-Validation for Bandwidth Selection","ucv","MASS","2282"
"3849","UScereal","Nutritional and Marketing Information on US Cereals","UScereal","MASS","2283"
"3850","UScrime","The Effect of Punishment Regimes on Crime Rates","UScrime","MASS","2284"
"3851","VA","Veteran's Administration Lung Cancer Trial","VA","MASS","2285"
"3852","waders","Counts of Waders at 15 Sites in South Africa","waders","MASS","2285"
"3853","whiteside","House Insulation: Whiteside's Data","whiteside","MASS","2287"
"3854","width.SJ","Bandwidth Selection by Pilot Estimation of Derivatives","width.SJ","MASS","2288"
"3855","write.matrix","Write a Matrix or Data Frame","write.matrix","MASS","2289"
"3856","wtloss","Weight Loss Data from an Obese Patient","wtloss","MASS","2290"
"3857",".rat","Rational Approximation","rational","MASS","2254"
"3858","[.fractions","Rational Approximation","fractions","MASS","2185"
"3859","[&lt;-.fractions","Rational Approximation","fractions","MASS","2185"
"3860","abIndex-class","Class ""abIndex"" of Abstract Index Vectors","abIndex-class","Matrix","2291"
"3861","abIseq","Sequence Generation of ""abIndex"", Abstract Index Vectors","abIseq","Matrix","2292"
"3862","abIseq1","Sequence Generation of ""abIndex"", Abstract Index Vectors","abIseq","Matrix","2292"
"3863","all-method","""Matrix"" Methods for Functions all() and any()","all-methods","Matrix","2293"
"3864","all-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"3865","all-method","Sparse ""pattern"" Matrices","nsparseMatrix-classes","Matrix","2394"
"3866","all-methods","""Matrix"" Methods for Functions all() and any()","all-methods","Matrix","2293"
"3867","all.equal-method","Matrix Package Methods for Function all.equal()","all.equal-methods","Matrix","2294"
"3868","all.equal-methods","Matrix Package Methods for Function all.equal()","all.equal-methods","Matrix","2294"
"3869","any-method","""Matrix"" Methods for Functions all() and any()","all-methods","Matrix","2293"
"3870","any-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"3871","any-method","Sparse ""pattern"" Matrices","nsparseMatrix-classes","Matrix","2394"
"3872","anyDuplicatedT","Unique (Sorted) TsparseMatrix Representations","uniqTsparse","Matrix","2441"
"3873","anyNA-method","is.na(), is.infinite() Methods for 'Matrix' Objects","is.na-methods","Matrix","2361"
"3874","Arith-method","Class ""CsparseMatrix"" of Sparse Matrices in Column-compressed Form","CsparseMatrix-class","Matrix","2317"
"3875","Arith-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"3876","Arith-method","Class ""abIndex"" of Abstract Index Vectors","abIndex-class","Matrix","2291"
"3877","Arith-method","(Virtual) Class ""dMatrix"" of ""double"" Matrices","dMatrix-class","Matrix","2329"
"3878","Arith-method","Virtual Class ""ddenseMatrix"" of Numeric Dense Matrices","ddenseMatrix-class","Matrix","2318"
"3879","Arith-method","Compressed, sparse, column-oriented numeric matrices","dgCMatrix-class","Matrix","2321"
"3880","Arith-method","Class ""dgeMatrix"" of Dense Numeric (S4 Class) Matrices","dgeMatrix-class","Matrix","2322"
"3881","Arith-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"3882","Arith-method","Positive Semi-definite Dense (Packed | Non-packed) Numeric Matrices","dpoMatrix-class","Matrix","2332"
"3883","Arith-method","Numeric Symmetric Sparse (column compressed) Matrices","dsCMatrix-class","Matrix","2335"
"3884","Arith-method","Virtual Class ""dsparseMatrix"" of Numeric Sparse Matrices","dsparseMatrix-class","Matrix","2337"
"3885","Arith-method","Triangular, (compressed) sparse column matrices","dtCMatrix-class","Matrix","2340"
"3886","Arith-method","Class ""lgeMatrix"" of General Dense Logical Matrices","lgeMatrix-class","Matrix","2369"
"3887","Arith-method","Sparse logical matrices","lsparseMatrix-classes","Matrix","2370"
"3888","Arith-method","Class ""nMatrix"" of Non-zero Pattern Matrices","nMatrix-class","Matrix","2391"
"3889","Arith-method","Class ""ngeMatrix"" of General Dense Nonzero-pattern Matrices","ngeMatrix-class","Matrix","2390"
"3890","Arith-method","Sparse ""pattern"" Matrices","nsparseMatrix-classes","Matrix","2394"
"3891","Arith-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"3892","as.array-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"3893","as.integer-method","Class ""abIndex"" of Abstract Index Vectors","abIndex-class","Matrix","2291"
"3894","as.logical-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"3895","as.logical-method","Virtual Class ""ldenseMatrix"" of Dense Logical Matrices","ldenseMatrix-class","Matrix","2368"
"3896","as.logical-method","Virtual Class ""ndenseMatrix"" of Dense Logical Matrices","ndenseMatrix-class","Matrix","2386"
"3897","as.logical-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"3898","as.matrix-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"3899","as.numeric-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"3900","as.numeric-method","Class ""abIndex"" of Abstract Index Vectors","abIndex-class","Matrix","2291"
"3901","as.numeric-method","Virtual Class ""ddenseMatrix"" of Numeric Dense Matrices","ddenseMatrix-class","Matrix","2318"
"3902","as.numeric-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"3903","as.vector-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"3904","as.vector-method","Class ""abIndex"" of Abstract Index Vectors","abIndex-class","Matrix","2291"
"3905","as.vector-method","Compressed, sparse, column-oriented numeric matrices","dgCMatrix-class","Matrix","2321"
"3906","as.vector-method","Class ""dgeMatrix"" of Dense Numeric (S4 Class) Matrices","dgeMatrix-class","Matrix","2322"
"3907","as.vector-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"3908","as.vector-method","Numeric Symmetric Sparse (column compressed) Matrices","dsCMatrix-class","Matrix","2335"
"3909","as.vector-method","Virtual Class ""ldenseMatrix"" of Dense Logical Matrices","ldenseMatrix-class","Matrix","2368"
"3910","as.vector-method","Class ""lgeMatrix"" of General Dense Logical Matrices","lgeMatrix-class","Matrix","2369"
"3911","as.vector-method","Virtual Class ""ndenseMatrix"" of Dense Logical Matrices","ndenseMatrix-class","Matrix","2386"
"3912","as.vector-method","Class ""ngeMatrix"" of General Dense Nonzero-pattern Matrices","ngeMatrix-class","Matrix","2390"
"3913","as.vector-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"3914","atomicVector-class","Virtual Class ""atomicVector"" of Atomic Vectors","atomicVector-class","Matrix","2294"
"3915","band","Extract bands of a matrix","band","Matrix","2295"
"3916","band-method","Extract bands of a matrix","band","Matrix","2295"
"3917","band-methods","Extract bands of a matrix","band","Matrix","2295"
"3918","bandSparse","Construct Sparse Banded Matrix from (Sup-/Super-) Diagonals","bandSparse","Matrix","2296"
"3919","bdiag","Construct a Block Diagonal Matrix","bdiag","Matrix","2298"
"3920","BunchKaufman","Bunch-Kaufman Decomposition Methods","BunchKaufman-methods","Matrix","2299"
"3921","BunchKaufman-class","Cholesky and Bunch-Kaufman Decompositions","Cholesky-class","Matrix","2311"
"3922","BunchKaufman-method","Bunch-Kaufman Decomposition Methods","BunchKaufman-methods","Matrix","2299"
"3923","BunchKaufman-methods","Bunch-Kaufman Decomposition Methods","BunchKaufman-methods","Matrix","2299"
"3924","c.abIndex","Sequence Generation of ""abIndex"", Abstract Index Vectors","abIseq","Matrix","2292"
"3925","c.sparseVector","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"3926","CAex","Albers' example Matrix with ""Difficult"" Eigen Factorization","CAex","Matrix","2301"
"3927","cBind","'cbind()' and 'rbind()' recursively built on cbind2/rbind2","cBind","Matrix","2302"
"3928","cbind2-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"3929","cbind2-method","'cbind()' and 'rbind()' recursively built on cbind2/rbind2","cBind","Matrix","2302"
"3930","cbind2-method","Virtual Class ""denseMatrix"" of All Dense Matrices","denseMatrix-class","Matrix","2320"
